	sim_dom1	sim_dom2	prob1	pval1	score1	aligned_cols1	ident_perc1	prob2	pval2	score2	aligned_cols2	ident_perc2	score_norm1	score_norm2
1086	AAA_33	ATP-synt_ab	96.82	1.3e-09	44.09	23	26	96.27	9.8e-09	44.13	23	26	1.9169565217391307	1.9186956521739131
1087	AAA_33	SRP54	96.49	4.0999999999999995e-09	41.08	23	26	96.23	8.8e-09	42.04	23	26	1.786086956521739	1.8278260869565217
1088	AAA_33	TK	96.9	7.3e-10	43.77	23	30	96.36	6.7000000000000004e-09	43.28	23	30	1.9030434782608696	1.8817391304347826
1089	AAA_33	PIF1	96.19	9.2e-09	43.92	22	27	95.05	1e-07	44.88	23	26	1.9963636363636363	1.951304347826087
1090	AAA_33	Rad51	96.24	9.8e-09	41.54	23	30	95.52	5.6e-08	42.18	23	30	1.806086956521739	1.833913043478261
1091	AAA_33	TIP49	96.27	9.7e-09	45.05	23	30	94.25	3.6e-07	46.51	23	30	1.958695652173913	2.022173913043478
1092	AAA_33	AAA_16	96.66	2.3e-09	41.46	22	32	96.75	1.6e-09	42.36	24	29	1.8845454545454545	1.765
1093	ResIII	SRP54	97.35	6.9e-09	38.78	34	26	96.24	3.7e-08	39.23	27	26	1.1405882352941177	1.4529629629629628
1094	ResIII	TK	98.53	1.4e-13	56.88	36	22	98.04	6.799999999999999e-12	57.04	36	22	1.58	1.5844444444444443
1095	ResIII	dNK	96.9	8.3e-10	42.99	22	41	96.08	1.4e-08	42.56	22	41	1.954090909090909	1.9345454545454546
1096	ResIII	TIP49	97.96	1.1000000000000001e-10	51.89	26	23	96.84	1.8999999999999998e-08	53.84	27	22	1.9957692307692307	1.994074074074074
1097	AAA	SRP54	96.94	1.8e-08	36.92	22	27	96.19	6.5e-08	37.36	22	27	1.6781818181818182	1.6981818181818182
1098	AAA	TK	97.8	4.7e-11	46.74	22	23	97.28	7.200000000000001e-10	46.84	22	23	2.1245454545454545	2.1290909090909094
1099	AAA	PIF1	97.11	3e-09	44.25	22	27	96.21	7.1e-08	44.8	22	27	2.0113636363636362	2.036363636363636
1100	AAA	Rad51	98.01	3.2e-11	50.17	22	23	97.46	6.5e-10	50.8	22	23	2.2804545454545457	2.309090909090909
1101	AAA	dNK	97.25	2.7000000000000005e-10	44.69	23	39	96.63	3.8e-09	44.4	23	39	1.9430434782608694	1.9304347826086956
1102	AAA	TIP49	98.08	4.1e-11	53.54	23	48	96.88	1.4e-08	53.88	23	48	2.3278260869565215	2.342608695652174
1103	AAA	AAA_16	98.0	1.2999999999999999e-11	48.8	22	27	97.91	2.2e-11	49.22	22	27	2.2181818181818183	2.2372727272727273
1104	SRP54	ATP-synt_ab	96.4	8.1e-08	41.01	25	32	96.37	1.1e-07	41.68	25	32	1.6403999999999999	1.6672
1105	SRP54	TK	96.52	1.2e-08	43.46	37	22	96.24	3e-08	42.81	38	21	1.1745945945945946	1.1265789473684211
1106	SRP54	SNF2_N	84.06	0.00021	27.52	21	29	78.65	0.0003	28.97	20	30	1.3104761904761904	1.4485
1107	SRP54	CTP_synth_N	93.95	1.7e-05	31.78	39	23	92.05	8.1e-05	32.18	39	23	0.814871794871795	0.8251282051282052
1108	SRP54	ABC_tran	87.73	1.7e-05	27.56	25	36	83.3	4.8e-05	24.63	25	36	1.1024	0.9852
1109	SRP54	Rad51	96.39	3.2e-07	39.34	25	28	96.16	5.1e-07	39.89	25	28	1.5736	1.5956000000000001
1110	SRP54	Dynamin_N	97.52	4.4000000000000003e-10	51.0	22	32	97.54	3.4e-10	52.67	22	32	2.3181818181818183	2.394090909090909
1111	SRP54	MMR_HSR1	97.13	6.900000000000001e-10	45.12	21	24	97.53	8.8e-11	46.43	21	24	2.1485714285714286	2.210952380952381
1112	SRP54	dNK	96.08	1.5e-08	44.14	22	41	95.72	3.7e-08	43.22	22	41	2.0063636363636363	1.9645454545454546
1113	SRP54	AAA_18	96.06	1.2e-08	43.52	22	32	95.84	2.1e-08	42.65	22	32	1.9781818181818183	1.9386363636363635
1114	SRP54	TIP49	94.29	6e-07	41.4	25	24	89.68	7.699999999999999e-06	41.22	25	24	1.656	1.6488
1115	SRP54	AAA_16	95.84	8.3e-08	39.38	27	22	96.24	3.2e-08	39.2	27	22	1.4585185185185185	1.451851851851852
1116	ATP-synt_ab	TK	97.62	4.8e-10	52.84	34	24	97.68	3.6000000000000005e-10	53.25	34	24	1.5541176470588236	1.5661764705882353
1117	ATP-synt_ab	ABC_tran	93.89	1.8000000000000001e-06	33.79	31	32	93.79	2.5e-06	30.85	31	32	1.09	0.9951612903225807
1118	ATP-synt_ab	Rad51	98.28	7.8e-13	70.77	39	26	98.25	5.6999999999999995e-12	67.06	38	26	1.8146153846153845	1.7647368421052632
1119	ATP-synt_ab	Dynamin_N	93.19	8.6e-07	37.37	22	23	94.16	3.5e-07	38.95	22	23	1.6986363636363635	1.7704545454545455
1120	ATP-synt_ab	dNK	95.91	1.8999999999999998e-08	46.11	23	35	95.92	1.8e-08	45.71	23	35	2.004782608695652	1.9873913043478262
1121	ATP-synt_ab	AAA_18	96.07	1.2e-08	45.92	23	35	96.23	7.6e-09	45.78	23	35	1.9965217391304348	1.9904347826086957
1122	ATP-synt_ab	TIP49	96.85	2.1e-08	51.66	27	26	96.22	1.1e-07	54.55	27	26	1.913333333333333	2.02037037037037
1123	ATP-synt_ab	AAA_16	97.39	1.7000000000000001e-09	49.97	26	35	97.91	1e-10	51.15	26	35	1.9219230769230768	1.9673076923076922
1124	ABC_tran	TK	92.46	2e-06	30.27	27	44	92.74	1.4e-06	32.94	27	44	1.1211111111111112	1.22
1125	ABC_tran	PIF1	73.94	0.00013000000000000002	25.71	27	37	75.65	8.8e-05	29.27	27	37	0.9522222222222223	1.084074074074074
1126	ABC_tran	Rad51	92.4	2.6e-06	31.72	31	26	92.63	1.9e-06	35.03	31	26	1.0232258064516129	1.1300000000000001
1127	ABC_tran	dNK	89.69	6e-06	28.93	22	45	91.51	2.5e-06	32.47	22	45	1.315	1.4759090909090908
1128	ABC_tran	AAA_16	92.65	2.4e-06	29.64	28	29	94.55	4e-07	32.68	28	29	1.0585714285714285	1.167142857142857
1129	TK	SNF2_N	52.82	0.00039	26.42	20	25	42.61	0.00065	26.69	20	25	1.3210000000000002	1.3345
1130	TK	Rad51	97.27	9.800000000000001e-10	52.57	38	21	97.19	1.4000000000000001e-09	52.59	38	21	1.3834210526315789	1.3839473684210528
1131	TK	Dynamin_N	93.46	7.2e-07	36.39	22	36	94.38	2.8e-07	38.13	22	36	1.654090909090909	1.7331818181818184
1132	TK	MMR_HSR1	95.14	1.5e-07	35.68	21	29	96.15	1.6e-08	36.97	21	29	1.6990476190476191	1.7604761904761905
1133	TK	dNK	96.04	1.6e-08	44.73	22	36	96.1	1.4e-08	44.87	22	36	2.033181818181818	2.0395454545454546
1134	TK	AAA_18	96.08	1.1000000000000001e-08	44.46	22	32	96.26	6.4e-09	44.67	22	32	2.020909090909091	2.0304545454545457
1135	TK	TIP49	94.88	2.5e-07	44.25	25	24	92.67	1.8000000000000001e-06	45.16	25	24	1.77	1.8063999999999998
1136	TK	AAA_11	95.61	1e-07	41.43	35	23	95.73	7.599999999999999e-08	41.86	35	23	1.1837142857142857	1.196
1137	TK	AAA_16	96.32	2.7e-08	42.28	27	30	97.64	2.5e-10	47.74	26	31	1.565925925925926	1.8361538461538462
1138	Rad51	PIF1	93.83	1.6e-06	41.78	28	29	93.15	2.6e-06	42.08	28	29	1.4921428571428572	1.502857142857143
1139	Rad51	MMR_HSR1	95.67	9.5e-07	34.49	21	29	95.56	7.1e-08	36.48	21	29	1.6423809523809525	1.737142857142857
1140	Rad51	dNK	94.86	1.8e-07	42.88	22	27	95.03	1.4e-07	42.61	22	27	1.9490909090909092	1.9368181818181818
1141	Rad51	AAA_18	95.1	9.9e-08	43.03	22	32	95.41	5.7999999999999997e-08	42.78	22	32	1.955909090909091	1.9445454545454546
1142	Rad51	AAA_11	93.93	1.4e-06	38.75	22	23	94.35	9.2e-07	39.02	22	23	1.7613636363636365	1.7736363636363637
1143	Rad51	AAA_16	96.88	8.6e-09	48.41	26	23	97.43	8.400000000000001e-10	48.49	26	23	1.8619230769230768	1.865
1144	Dynamin_N	PIF1	91.38	2.3e-06	38.1	21	24	87.17	9.2e-06	36.79	21	24	1.8142857142857143	1.7519047619047619
1145	Dynamin_N	dNK	95.88	2.1e-08	44.6	22	23	95.48	5.3e-08	42.65	22	23	2.0272727272727273	1.9386363636363635
1146	Dynamin_N	AAA_16	94.56	2.1e-07	38.37	22	27	95.07	1.1e-07	36.97	22	27	1.744090909090909	1.6804545454545454
1147	TIP49	PIF1	93.12	2.7000000000000004e-06	49.59	27	26	94.71	9.000000000000001e-07	48.57	27	26	1.836666666666667	1.798888888888889
1148	TIP49	dNK	93.47	7e-07	48.7	23	35	95.22	9.7e-08	47.14	23	35	2.117391304347826	2.0495652173913044
1149	TIP49	AAA_18	93.67	5.1e-07	48.3	23	26	95.53	4.5999999999999995e-08	47.03	23	26	2.1	2.044782608695652
1150	TIP49	AAA_11	90.58	8.7e-06	42.15	22	41	93.72	1.8000000000000001e-06	40.88	22	41	1.9159090909090908	1.8581818181818184
1151	AAA_11	PIF1	99.07	8.299999999999999e-17	95.84	60	23	98.9	8.9e-16	96.59	60	23	1.5973333333333335	1.6098333333333334
1152	AAA_11	dNK	95.31	9.9e-08	42.33	21	29	95.22	1.1e-07	42.1	21	29	2.0157142857142856	2.0047619047619047
1153	AAA_11	AAA_16	95.15	6.1e-07	37.18	22	36	95.81	2.1e-07	36.65	22	36	1.69	1.6659090909090908
1154	SNF2_N	dNK	38.22	0.00075	27.04	19	21	50.94	0.00039	27.02	19	21	1.423157894736842	1.4221052631578948
1155	dNK	PIF1	95.12	1e-07	45.75	23	35	94.57	2.2e-07	46.54	23	35	1.9891304347826086	2.0234782608695654
1156	dNK	MMR_HSR1	96.01	1.6e-08	40.59	21	24	96.8	1.1e-09	42.54	21	24	1.932857142857143	2.025714285714286
1157	dNK	AAA_18	99.07	6.9e-17	85.04	28	21	99.11	3.8e-17	84.81	27	22	3.0371428571428574	3.1411111111111114
1158	dNK	AAA_16	95.98	1.8e-08	44.0	23	30	96.64	2.3e-09	44.76	23	30	1.9130434782608696	1.9460869565217391
1159	PIF1	MMR_HSR1	92.65	1.6e-06	36.67	21	29	95.22	1.2e-07	37.49	21	29	1.7461904761904763	1.7852380952380953
1160	PIF1	AAA_18	94.58	1.7e-07	45.87	22	32	95.35	5.4e-08	45.33	22	32	2.085	2.0604545454545455
1161	PIF1	AAA_16	95.75	2.2e-07	45.28	28	25	96.77	1.5e-08	45.22	28	25	1.6171428571428572	1.615
1162	AAA_18	AAA_16	96.13	9e-09	43.67	22	45	96.64	1.6e-09	44.25	22	45	1.985	2.0113636363636362
1163	MMR_HSR1	AAA_16	96.3	9.499999999999999e-09	37.5	21	29	96.2	1.3e-08	36.85	21	29	1.7857142857142858	1.7547619047619047
1164	LRR_1	LRR_4	78.37	2.8000000000000003e-05	10.39	6	33	86.83	7.000000000000001e-06	10.5	7	29	1.7316666666666667	1.5
1165	LRR_1	LRR_6	93.99	4.7e-07	13.93	11	36	92.51	1.4e-06	13.72	10	40	1.2663636363636364	1.372
1166	PK	HpcH_HpaI	99.29	5.200000000000001e-18	120.76	132	20	99.49	7.9e-19	118.77	132	20	0.9148484848484849	0.8997727272727273
1167	HAT	TPR_10	68.67	8.8e-05	11.29	13	23	85.08	1.1e-05	10.95	13	23	0.8684615384615384	0.8423076923076922
1168	HAT	TPR_12	84.11	2.9999999999999997e-05	14.99	7	43	91.52	3.4e-06	14.92	9	33	2.1414285714285715	1.6577777777777778
1169	ANAPC3	ANAPC5	97.78	1.6000000000000002e-10	33.45	55	22	97.32	1.6e-09	33.55	55	22	0.6081818181818183	0.61
1170	ANAPC5	TPR_2	96.25	2.7e-08	23.59	30	20	97.15	1.1e-09	24.01	30	20	0.7863333333333333	0.8003333333333333
1171	ANAPC5	TPR_1	95.28	2.7e-07	20.41	29	38	96.53	1e-08	21.07	29	38	0.7037931034482758	0.726551724137931
1172	ANAPC5	TPR_7	90.35	6.7e-06	15.65	25	24	92.89	1.4e-06	14.5	24	25	0.626	0.6041666666666666
1173	ANAPC5	TPR_8	89.93	7.2000000000000005e-06	15.25	24	21	94.22	4.6e-07	15.15	23	22	0.6354166666666666	0.658695652173913
1174	TPR_14	PPR_3	44.72	0.00028	9.18	15	20	51.26	0.0002	9.48	15	20	0.612	0.632
1175	TPR_16	TPR_10	85.14	1.3000000000000001e-05	11.59	6	67	88.76	5.5e-06	11.9	8	50	1.9316666666666666	1.4875
1176	TPR_16	PPR_3	25.21	0.00093	8.96	7	29	33.55	0.0006	9.55	8	25	1.28	1.19375
1177	TPR_10	PPR_2	54.24	0.00014	8.35	10	40	43.3	0.00025	8.06	8	38	0.835	1.0075
1178	TPR_10	PPR_3	43.78	0.00026000000000000003	8.39	8	25	48.93	0.00021	8.83	10	20	1.04875	0.883
1179	PPR_long	PPR	87.55	1.8e-05	16.12	25	20	90.58	5.7999999999999995e-06	15.4	25	20	0.6448	0.616
1180	PPR_long	TPR_8	76.01	7.7e-05	14.07	16	25	84.87	2e-05	13.65	15	27	0.879375	0.91
1181	PPR_2	PPR	96.15	1.5e-08	16.46	25	40	96.06	1.7e-08	15.7	25	40	0.6584	0.628
1182	PPR_2	PPR_3	98.44	4e-13	30.39	46	30	98.5	2.7e-13	31.45	46	30	0.6606521739130435	0.683695652173913
1183	PPR_2	TPR_1	64.97	7.7e-05	9.18	13	23	72.73	4.6e-05	9.87	16	25	0.7061538461538461	0.616875
1184	PPR_3	PPR	96.19	1.6e-08	17.43	25	24	95.8	3.5e-08	15.8	24	25	0.6972	0.6583333333333333
1185	zf-CCCH_2	zf-CCCH	90.35	4.8e-06	13.98	10	20	95.21	9.199999999999999e-08	14.27	11	27	1.3980000000000001	1.2972727272727271
1186	Ribonuclease_3	Ribonucleas_3_3	99.68	1.8e-23	102.19	91	40	99.64	1.1e-22	101.55	91	40	1.122967032967033	1.115934065934066
1187	Glycos_transf_2	Glyco_transf_7N	98.69	9.8e-15	63.73	73	22	98.18	8.899999999999999e-13	65.31	74	22	0.8730136986301369	0.8825675675675676
1188	Glycos_transf_2	Glyco_transf_43	91.98	3.1e-05	27.36	35	26	80.32	0.00028	26.54	34	26	0.7817142857142857	0.7805882352941176
1189	Glyco_transf_8	Gly_transf_sug	80.39	3.6e-05	28.13	20	50	77.72	4.9e-05	28.51	20	50	1.4064999999999999	1.4255
1190	4HBT_2	MaoC_dehydrat_N	89.63	5.4000000000000005e-05	24.9	30	23	92.38	1.4999999999999999e-05	27.43	30	23	0.83	0.9143333333333333
1191	GATase_6	GATase_7	99.83	2.3e-26	119.26	114	49	99.82	8.8e-26	117.74	114	49	1.046140350877193	1.0328070175438595
1192	SQHop_cyclase_C	Prenyltrans	94.18	2.7000000000000004e-06	27.24	39	21	95.97	2.3e-07	27.4	39	21	0.6984615384615385	0.7025641025641025
1193	Toxin_TOLIP	UPAR_LY6	97.96	4.9e-12	47.88	50	28	98.26	5.4e-13	47.92	50	28	0.9576	0.9584
1194	Arylesterase	NHL	95.97	6.5e-08	21.08	25	28	97.25	5.200000000000001e-10	22.69	25	28	0.8432	0.9076000000000001
1195	PQQ_2	PQQ_3	91.53	1.4000000000000001e-05	22.13	20	25	93.24	5.2e-06	22.59	20	25	1.1065	1.1295
1196	PQQ_3	ANAPC4_WD40	69.86	0.00014	14.15	17	29	82.04	4.2e-05	14.9	18	28	0.8323529411764706	0.8277777777777778
1197	Choline_kinase	RIO1	97.53	2.7000000000000005e-10	51.29	31	26	97.56	2.2000000000000002e-10	51.37	31	26	1.654516129032258	1.6570967741935483
1198	Choline_kinase	Pkinase_Tyr	98.57	3.4e-14	73.73	110	20	98.37	1.9e-13	74.32	110	20	0.6702727272727274	0.6756363636363636
1199	RIO1	APH	97.59	8.599999999999999e-10	52.3	30	30	97.0	1.2e-08	50.89	30	30	1.7433333333333332	1.6963333333333332
1200	PI3_PI4_kinase	APH	35.3	0.00088	26.99	31	29	43.35	0.00062	27.26	31	29	0.8706451612903225	0.8793548387096775
1201	Reductase_C	AIF_C	99.01	4.4000000000000005e-16	71.46	65	25	98.56	8.400000000000001e-14	69.55	65	25	1.0993846153846152	1.07
1202	NAD_binding_11	6PGD	97.99	5.4000000000000004e-12	62.77	96	23	97.51	9.000000000000001e-11	65.81	96	23	0.6538541666666667	0.6855208333333334
1203	HD_4	HD_3	93.23	1.2e-05	32.51	36	22	94.49	3.4e-06	34.85	36	22	0.9030555555555555	0.9680555555555556
1204	PDEase_I	MIOX	57.34	0.00027	31.08	16	25	53.86	0.00016	33.82	15	27	1.9425	2.2546666666666666
1205	RMMBL	DRMBL	96.12	2.8e-08	34.4	31	23	95.85	4.9e-08	35.3	31	23	1.1096774193548387	1.1387096774193548
1206	CoA_transf_3	PGM_PMM_II	54.02	0.0007099999999999999	25.28	29	31	68.69	0.00032	24.92	29	31	0.8717241379310345	0.8593103448275863
1207	CK_II_beta	ADK_lid	47.77	0.00026000000000000003	20.54	14	29	63.28	0.0001	19.37	13	31	1.467142857142857	1.49
1208	Ribosomal_S24e	Ceramidase_alk	50.22	0.00067	26.43	33	21	49.26	0.00063	27.75	33	21	0.8009090909090909	0.8409090909090909
1209	DnaJ_CXXCXGXG	DnaJ_C	98.24	1.6e-12	55.7	64	47	97.78	3.9e-11	54.48	62	45	0.8703125	0.8787096774193548
1210	RNA_pol_Rpb2_1	RNA_pol_Rpb2_2	99.47	2.8e-19	128.72	153	50	99.62	4.1999999999999995e-21	127.91	152	51	0.8413071895424836	0.8415131578947368
1211	MoCF_biosynth	Oxidored_q6	71.88	0.00015	24.48	20	30	70.2	0.00033	23.5	20	30	1.224	1.175
1212	zf-Sec23_Sec24	zf-AN1	48.54	0.0004	13.28	9	22	44.88	0.0005	12.89	9	22	1.4755555555555555	1.4322222222222223
1213	zf-Sec23_Sec24	RNA_pol_N	74.86	3.7e-05	19.05	14	29	58.12	0.00013000000000000002	18.87	14	29	1.3607142857142858	1.3478571428571429
1214	RNA_pol_N	zf-AN1	33.77	0.00088	15.83	14	29	47.35	0.00044	15.54	15	27	1.1307142857142858	1.036
1215	ADK_lid	zf-AN1	66.29	0.00016	13.29	14	21	61.66	0.00022	13.27	14	21	0.9492857142857142	0.9478571428571428
1216	PseudoU_synth_2	TruB_N	96.23	3.7e-08	41.93	45	24	95.66	1.6e-07	42.19	44	25	0.9317777777777778	0.9588636363636364
1217	Metallophos_2	Metallophos	98.72	1.5999999999999998e-14	69.83	106	23	98.92	1.7e-15	71.68	106	22	0.6587735849056604	0.6762264150943397
1218	Ribosomal_L37e	zf-FPG_IleRS	50.67	0.00018	16.01	12	42	36.6	0.00043	13.08	8	63	1.3341666666666667	1.635
1219	Ribosomal_L37e	Ribosomal_L40e	40.35	0.00062	18.32	25	24	45.16	0.00043	18.68	26	23	0.7328	0.7184615384615385
1220	Ribosomal_L37e	RNA_POL_M_15KD	92.25	1.4e-06	24.21	24	38	87.61	1.1e-05	18.67	25	36	1.00875	0.7468
1221	Ribosomal_L37e	Ribosomal_L32p	92.98	8.7e-07	29.67	24	33	91.63	2.4e-06	26.92	25	32	1.23625	1.0768
1222	Ribosomal_L37e	Ribosomal_S27	80.0	3.5e-05	23.14	25	24	71.26	0.0001	21.27	26	23	0.9256	0.818076923076923
1223	Ribosomal_L37e	DNA_RNApol_7kD	84.11	1.6e-05	20.5	23	22	67.44	0.00014	15.42	23	22	0.8913043478260869	0.6704347826086956
1224	Ribosomal_S27e	RNA_POL_M_15KD	93.52	1.1e-06	23.86	27	22	93.26	2.1000000000000002e-06	20.52	27	22	0.8837037037037037	0.76
1225	Ribosomal_S27e	TFIIS_C	91.11	6.900000000000001e-06	21.81	14	36	91.37	6.4e-06	19.79	14	36	1.5578571428571428	1.4135714285714285
1226	Ribosomal_S27e	Ribosomal_L32p	56.58	0.00043	18.21	8	50	50.47	0.00064	17.41	8	50	2.27625	2.17625
1227	Ribosomal_S27e	GATA	21.87	0.00078	13.62	7	29	40.73	0.00021	13.67	8	25	1.9457142857142855	1.70875
1228	zf-FPG_IleRS	TFIIS_C	91.44	4.2999999999999995e-06	15.84	9	33	89.65	8.599999999999999e-06	15.61	9	33	1.76	1.7344444444444445
1229	zf-FPG_IleRS	Ribosomal_L37ae	82.31	2.9999999999999997e-05	17.23	8	38	71.72	8.2e-05	18.15	23	22	2.15375	0.7891304347826086
1230	Trm112p	RNA_POL_M_15KD	98.29	3.4e-13	35.76	30	20	98.19	8.100000000000001e-13	35.44	30	20	1.192	1.1813333333333333
1231	Trm112p	TF_Zn_Ribbon	98.42	1e-13	38.46	31	29	98.57	2.6e-14	38.75	30	30	1.2406451612903227	1.2916666666666667
1232	Trm112p	Ribosomal_L32p	94.46	3.8e-07	22.89	22	27	93.43	8.6e-07	24.7	23	26	1.0404545454545455	1.0739130434782609
1233	Ribosomal_L40e	RNA_POL_M_15KD	34.66	0.0007599999999999999	14.12	9	22	34.83	0.00095	12.73	21	29	1.5688888888888888	0.6061904761904762
1234	Ribosomal_L40e	zf-RanBP	77.24	5.6000000000000006e-05	15.92	22	23	91.18	2.6e-06	16.29	23	22	0.7236363636363636	0.7082608695652174
1235	zf-CSL	TF_Zn_Ribbon	92.19	2.2e-06	22.67	29	28	91.4	4.6e-06	18.88	28	29	0.7817241379310346	0.6742857142857143
1236	zf-CSL	TFIIS_C	55.85	0.00037999999999999997	15.21	11	36	37.31	0.0009599999999999999	13.05	13	38	1.3827272727272728	1.0038461538461538
1237	RNA_POL_M_15KD	Ribosomal_L33	36.82	0.0007	12.78	6	33	46.65	0.00035	14.73	7	29	2.13	2.1042857142857145
1238	RNA_POL_M_15KD	TF_Zn_Ribbon	97.96	5.2000000000000005e-12	33.18	29	31	98.29	3.9e-13	34.34	29	31	1.1441379310344828	1.1841379310344828
1239	RNA_POL_M_15KD	TFIIS_C	95.37	1.4e-07	21.16	26	27	96.01	2.8e-08	23.14	26	27	0.8138461538461539	0.89
1240	RNA_POL_M_15KD	Ribosomal_L32p	95.6	4.4000000000000004e-08	25.38	23	35	95.46	4.7000000000000004e-08	28.3	24	33	1.1034782608695652	1.1791666666666667
1241	RNA_POL_M_15KD	Ribosomal_S27	95.27	1.1e-07	23.71	25	24	93.11	1.2e-06	23.72	25	24	0.9484	0.9488
1242	RNA_POL_M_15KD	DNA_RNApol_7kD	97.49	7.3e-11	29.17	27	22	97.66	2.3999999999999998e-11	30.3	28	21	1.0803703703703704	1.082142857142857
1243	TF_Zn_Ribbon	TFIIS_C	96.58	6.1e-09	24.24	29	21	96.73	2.8000000000000003e-09	26.66	29	21	0.8358620689655172	0.9193103448275862
1244	TF_Zn_Ribbon	Ribosomal_L32p	94.41	3.7e-07	22.11	19	37	93.19	9.6e-07	24.34	21	33	1.1636842105263157	1.159047619047619
1245	TF_Zn_Ribbon	DNA_RNApol_7kD	98.25	3.7e-13	34.36	29	21	98.08	1.3999999999999999e-12	34.51	29	21	1.1848275862068964	1.19
1246	TF_Zn_Ribbon	zf-RanBP	80.67	3.2e-05	12.47	11	36	89.84	5.2e-06	13.57	11	36	1.1336363636363638	1.2336363636363636
1247	TFIIS_C	Spt4	31.31	0.0007	14.82	5	40	29.98	0.00065	16.29	6	33	2.964	2.715
1248	TFIIS_C	Ribosomal_L32p	57.91	0.00015	15.65	8	50	54.04	0.00016999999999999999	16.75	8	50	1.95625	2.09375
1249	TFIIS_C	Ribosomal_L44	64.92	0.0003	15.96	12	33	58.02	0.00037	17.26	12	33	1.33	1.4383333333333335
1250	TFIIS_C	DNA_RNApol_7kD	95.63	4.9e-08	22.44	27	26	94.98	1.8e-07	20.72	27	26	0.8311111111111111	0.7674074074074073
1251	Spt4	DNA_RNApol_7kD	73.35	3.5e-05	20.4	24	25	68.81	5.2000000000000004e-05	17.62	22	27	0.85	0.8009090909090909
1252	Ribosomal_L32p	Ribosomal_S27	55.57	0.00023999999999999998	18.73	21	29	34.25	0.00085	17.12	20	35	0.891904761904762	0.8560000000000001
1253	Ribosomal_L32p	GATA	51.01	0.00016999999999999999	15.75	6	50	77.05	2.3e-05	16.21	6	50	2.625	2.7016666666666667
1254	Ribosomal_L32p	DNA_RNApol_7kD	91.85	2.8e-06	22.21	20	25	92.54	2.3e-06	20.22	19	26	1.1105	1.0642105263157895
1255	Ribosomal_L32p	zf-RanBP	46.48	0.0005200000000000001	12.74	19	32	61.3	0.00018	12.16	6	33	0.6705263157894737	2.026666666666667
1256	Ribosomal_S27	Ribosomal_L37ae	54.05	0.00016	21.55	27	30	69.56	5.3e-05	23.19	26	27	0.7981481481481482	0.8919230769230769
1257	Ribosomal_S27	DNA_RNApol_7kD	82.52	3.1e-05	18.82	23	22	89.23	8.900000000000001e-06	18.24	22	23	0.8182608695652174	0.829090909090909
1258	Ribosomal_L37ae	DNA_RNApol_7kD	94.27	3.2e-07	27.92	27	22	95.45	6.6e-08	26.57	27	22	1.0340740740740741	0.9840740740740741
1259	Ribosomal_L37ae	zf-RanBP	29.65	0.0005099999999999999	14.19	11	45	58.7	8.2e-05	14.16	10	50	1.29	1.416
1260	Phosphodiest	Alk_phosphatase	98.55	5.5e-14	95.88	60	23	98.32	3.9e-13	98.78	60	23	1.5979999999999999	1.6463333333333334
1261	CBM_48	AMPK1_CBM	98.19	6.0999999999999995e-12	45.88	55	22	98.35	1e-12	48.14	55	22	0.8341818181818182	0.8752727272727273
1262	CBM_48	CBM_20	96.86	2.2999999999999998e-08	33.78	54	20	96.62	5.5e-08	33.0	54	20	0.6255555555555555	0.6111111111111112
1263	AMPK1_CBM	CBM_20	97.89	6.6e-11	42.44	48	27	97.5	7.000000000000001e-10	39.99	48	27	0.8841666666666667	0.833125
1264	BTD	MIR	38.8	0.00079	24.51	22	23	49.33	0.0005099999999999999	23.77	23	22	1.1140909090909092	1.0334782608695652
1265	NUDIX_2	NUDIX	98.43	1.3e-13	74.5	36	31	98.71	7.6e-15	75.11	36	31	2.0694444444444446	2.086388888888889
1266	NTP_transf_2	PolyA_pol	75.27	7.8e-05	23.04	26	27	65.48	0.00016	22.98	26	27	0.8861538461538461	0.8838461538461538
1267	NTP_transf_2	DNA_pol_B_palm	97.38	1e-10	46.65	36	28	96.82	1.5e-09	45.18	37	27	1.2958333333333334	1.221081081081081
1268	PolyA_pol	DNA_pol_B_palm	38.29	0.00044	22.42	24	29	26.21	0.00095	20.86	24	29	0.9341666666666667	0.8691666666666666
1269	Fer4	Fer4_20	95.29	2.6e-08	21.6	16	50	88.96	2.6e-06	20.55	16	50	1.35	1.284375
1270	Fer4	Fer4_17	97.28	6.999999999999999e-11	23.43	19	42	96.73	9.2e-10	22.29	19	42	1.233157894736842	1.173157894736842
1271	Fer4	Fer4_21	97.69	1.1999999999999999e-11	25.43	17	47	97.2	1.7e-10	24.88	17	47	1.4958823529411764	1.4635294117647057
1272	Fer4	Fer4_7	97.74	1.1e-11	24.58	20	40	97.3	1.3000000000000002e-10	23.81	20	40	1.2289999999999999	1.1905
1273	Fer4_17	Fer4_20	96.54	1.5e-09	31.51	17	35	94.92	6.2e-08	31.85	17	35	1.8535294117647059	1.8735294117647059
1274	Fer4_17	Fer4_21	98.18	1.5e-13	37.9	48	31	98.22	1.1e-13	39.19	48	31	0.7895833333333333	0.8164583333333333
1275	Fer4_17	Fer4_7	98.64	1.7e-15	41.7	46	28	98.7	8.099999999999999e-16	42.61	46	28	0.9065217391304349	0.926304347826087
1276	Fer4_21	Fer4_20	89.83	2.2e-06	22.55	18	39	76.8	2.3e-05	22.15	17	35	1.2527777777777778	1.302941176470588
