	sim_dom1	sim_dom2	prob1	pval1	score1	aligned_cols1	ident_perc1	prob2	pval2	score2	aligned_cols2	ident_perc2
32984	Formyl_trans_C	mTERF	0.04	0.88	6.21	1	0	0.07	0.68	6.54	1	0
32985	Formyl_trans_C	Voltage_CLC	0.02	1	4.48	1	0	0.03	0.94	4.61	1	0
32986	Formyl_trans_C	Ribosomal_S14	0.11	0.51	5.32	2	100	0.07	0.67	4.58	1	0
32987	Formyl_trans_C	Ribosomal_L39	0.07	0.67	4.81	1	0	0.07	0.72	4.45	1	0
32988	Formyl_trans_C	ArfGap	0.17	0.35	7.09	1	0	0.20	0.31	7.24	1	0
32989	Formyl_trans_C	Mito_carr	0.20	0.3	6.05	3	0	0.30	0.2	6.89	5	20
32990	Formyl_trans_C	Hemerythrin	0.10	0.54	5.69	1	0	0.11	0.52	5.67	1	0
32991	Formyl_trans_C	DUF902	0.02	0.99	2.72	1	0	0.03	0.93	3.24	1	0
32992	Formyl_trans_C	Ribosomal_S4e	0.19	0.32	7.20	1	0	0.14	0.43	6.41	9	33
32993	Formyl_trans_C	Thg1C	0.11	0.52	7.52	7	29	0.12	0.46	7.34	8	38
32994	Formyl_trans_C	Lyase_1	0.11	0.54	8.46	4	25	0.18	0.38	8.88	8	13
32995	Formyl_trans_C	Sacchrp_dh_C	0.08	0.66	7.69	1	0	0.09	0.61	7.13	1	0
32996	Formyl_trans_C	Amidase_2	0.08	0.65	5.31	1	0	0.13	0.44	6.18	1	0
32997	Formyl_trans_C	ERO1	0.20	0.42	10.23	2	0	0.21	0.39	9.90	3	0
32998	Formyl_trans_C	UDG	0.11	0.5	6.75	8	13	0.12	0.47	6.59	6	17
32999	Formyl_trans_C	MIP	0.05	0.84	5.56	1	0	0.06	0.75	5.43	1	0
33000	Formyl_trans_C	MIT	0.10	0.53	4.55	1	0	0.08	0.66	4.28	1	0
33001	Formyl_trans_C	RnaseA	0.10	0.56	6.52	7	0	0.35	0.19	8.78	8	0
33002	Formyl_trans_C	SUI1	0.20	0.3	7.07	1	0	0.22	0.28	7.20	1	0
33003	Formyl_trans_C	GHMP_kinases_C	0.18	0.34	5.87	1	0	0.13	0.44	5.44	1	0
33004	Formyl_trans_C	Spermine_synt_N	0.25	0.25	6.39	1	0	0.12	0.49	5.19	5	20
33005	Formyl_trans_C	MoeA_C	0.28	0.22	6.54	6	17	0.34	0.18	7.05	6	17
33006	Formyl_trans_C	SRP_SPB	0.45	0.16	9.09	1	0	0.26	0.24	8.21	1	0
33007	Formyl_trans_C	tRNA-synt_1c_C	0.18	0.31	8.89	5	20	0.24	0.24	9.23	5	20
33008	Formyl_trans_C	MoeA_N	0.07	0.72	6.20	1	0	0.10	0.54	6.57	1	0
33009	Formyl_trans_C	Annexin	0.19	0.31	5.29	1	0	0.22	0.27	5.88	1	0
33010	Formyl_trans_C	MM_CoA_mutase	0.17	0.41	10.47	7	14	0.20	0.33	10.58	7	14
33011	Formyl_trans_C	Inos-1-P_synth	0.08	0.65	6.38	1	0	0.06	0.79	5.06	1	0
33012	Formyl_trans_C	ATP-synt_C	0.03	0.93	3.26	1	0	0.03	0.96	2.78	1	0
33013	Formyl_trans_C	ClpB_D2-small	0.23	0.27	6.63	9	11	0.11	0.49	5.39	1	0
33014	Formyl_trans_C	Ceramidase_alk	0.02	0.99	5.88	1	0	0.04	0.89	5.93	1	0
33015	Formyl_trans_C	MGS	0.03	0.94	4.09	1	0	0.07	0.7	5.15	1	0
33016	Formyl_trans_C	PNP_phzG_C	0.09	0.57	4.52	1	0	0.09	0.58	4.64	1	0
33017	Formyl_trans_C	ANATO	0.21	0.28	6.08	1	0	0.18	0.32	6.02	1	0
33018	Formyl_trans_C	MutL_C	0.09	0.6	6.16	1	0	0.16	0.38	7.06	1	0
33019	Formyl_trans_C	Pep_deformylase	0.06	0.77	6.18	1	0	0.05	0.82	5.08	1	0
33020	Formyl_trans_C	POLO_box	0.23	0.26	6.25	1	0	0.16	0.36	5.78	1	0
33021	Formyl_trans_C	Aldolase_II	0.35	0.23	9.50	1	0	0.58	0.15	10.30	1	0
33022	Formyl_trans_C	Cbl_N	0.05	0.79	6.33	1	0	0.08	0.63	6.50	1	0
33023	Formyl_trans_C	TPK_B1_binding	0.30	0.2	7.32	1	0	0.26	0.24	7.09	1	0
33024	Formyl_trans_C	AXH	0.59	0.098	9.24	1	0	1.12	0.048	10.54	1	0
33025	Formyl_trans_C	VPS9	0.07	0.69	4.98	1	0	0.08	0.65	4.99	1	0
33026	Formyl_trans_C	ORC5_C	0.04	0.89	6.25	3	0	0.09	0.6	7.19	1	0
33027	Formyl_trans_C	BTK	0.16	0.38	5.15	1	0	0.13	0.45	5.09	4	0
33028	Formyl_trans_C	VKOR	0.02	0.98	3.70	1	0	0.03	0.93	3.75	2	0
33029	Formyl_trans_C	Pyrophosphatase	0.11	0.52	7.45	1	0	0.10	0.56	6.72	1	0
33030	Formyl_trans_C	zf-CXXC	0.05	0.84	3.92	1	0	0.04	0.88	3.52	1	0
33031	Formyl_trans_C	Ribosomal_L11	0.07	0.67	5.18	1	0	0.07	0.67	4.91	1	0
33032	Formyl_trans_C	NDK	0.08	0.65	5.58	1	0	0.11	0.52	5.96	1	0
33033	Formyl_trans_C	MutS_III	0.05	0.8	6.09	3	0	0.07	0.7	5.99	5	0
33034	Formyl_trans_C	Arg_tRNA_synt_N	0.11	0.5	5.81	1	0	0.14	0.41	6.17	1	0
33035	Formyl_trans_C	Oxidored_q6	0.30	0.22	8.43	1	0	0.23	0.26	7.91	1	0
33036	Formyl_trans_C	Ribosomal_S6e	0.04	0.9	5.38	1	0	0.08	0.64	6.20	1	0
33037	Formyl_trans_C	Gal_Lectin	0.36	0.17	7.53	1	0	0.31	0.2	7.28	1	0
33038	Formyl_trans_C	PAP_central	0.03	0.96	5.33	1	0	0.05	0.81	5.64	1	0
33039	Formyl_trans_C	Ribosomal_S6	0.13	0.44	6.28	1	0	0.25	0.25	7.45	1	0
33040	Formyl_trans_C	Ribosomal_S7	0.09	0.57	7.08	2	0	0.12	0.49	7.01	1	0
33041	Formyl_trans_C	Sec1	0.07	0.72	8.28	10	20	0.12	0.51	8.57	12	17
33042	Formyl_trans_C	Sec7	0.60	0.15	10.31	12	8	0.64	0.13	10.55	12	8
33043	Formyl_trans_C	ribosomal_L24	0.11	0.51	5.56	4	50	0.11	0.5	5.53	1	0
33044	Formyl_trans_C	Coprogen_oxidas	0.09	0.64	8.50	12	0	0.13	0.5	8.62	12	0
33045	Formyl_trans_C	SecY	0.08	0.64	8.12	12	0	0.21	0.35	9.34	13	0
33046	Formyl_trans_C	PROCN	0.34	0.22	12.08	12	17	0.35	0.2	12.08	13	15
33047	Formyl_trans_C	RabGAP-TBC	0.07	0.7	6.01	7	14	0.08	0.62	5.95	7	14
33048	Formyl_trans_C	SRP19	0.89	0.1	10.56	13	0	0.71	0.12	10.30	13	0
33049	Formyl_trans_C	PEPCK_N	0.17	0.42	9.27	1	0	0.26	0.31	9.66	3	0
33050	Formyl_trans_C	Rbsn	0.04	0.9	3.61	1	0	0.05	0.84	3.77	1	0
33051	Formyl_trans_C	Urocanase_C	0.04	0.89	6.51	5	40	0.08	0.64	7.19	4	50
33052	Formyl_trans_C	Isochorismatase	0.09	0.6	6.38	1	0	0.10	0.53	6.31	1	0
33053	Formyl_trans_C	AA_kinase	0.12	0.49	8.05	10	0	0.11	0.49	7.41	1	0
33054	Formyl_trans_C	Peptidase_M24	0.15	0.4	7.92	10	20	0.19	0.32	8.04	9	22
33055	Formyl_trans_C	Na_Ca_ex	0.04	0.89	4.38	1	0	0.03	0.95	3.41	1	0
33056	Formyl_trans_C	VHL	0.04	0.91	4.18	6	0	0.05	0.83	4.19	1	0
33057	Formyl_trans_C	Molybdopterin	0.61	0.12	11.52	17	18	0.58	0.12	11.28	18	17
33058	Formyl_trans_C	RNA_pol	0.47	0.11	13.22	18	11	0.34	0.16	12.27	18	11
33059	Formyl_trans_C	PK_C	0.10	0.56	5.82	1	0	0.12	0.46	6.13	1	0
33060	Formyl_trans_C	TPK_catalytic	0.07	0.71	5.58	1	0	0.09	0.59	5.80	1	0
33061	Formyl_trans_C	MAPEG	0.22	0.27	7.75	12	17	0.26	0.23	7.94	12	17
33062	Formyl_trans_C	Cation_ATPase_C	0.02	0.99	3.59	1	0	0.03	0.98	3.16	1	0
33063	Formyl_trans_C	Nop	0.05	0.83	6.13	9	11	0.06	0.73	5.91	1	0
33064	Formyl_trans_C	Ald_Xan_dh_C2	0.04	0.87	7.74	1	0	0.06	0.75	7.30	1	0
33065	Formyl_trans_C	TspO_MBR	0.06	0.73	5.68	5	40	0.07	0.72	5.22	4	25
33066	Formyl_trans_C	Disintegrin	0.07	0.72	4.94	4	25	0.05	0.85	3.98	1	0
33067	Formyl_trans_C	Cbl_N3	1.68	0.055	11.19	3	33	1.49	0.064	11.22	6	0
33068	Formyl_trans_C	CBS	0.30	0.2	4.72	1	0	0.19	0.32	4.83	1	0
33069	Formyl_trans_C	Aldo_ket_red	0.07	0.7	6.90	1	0	0.10	0.56	6.98	1	0
33070	Formyl_trans_C	Topo_C_assoc	0.04	0.89	4.72	1	0	0.08	0.62	5.64	1	0
33071	Formyl_trans_C	zf-Sec23_Sec24	0.18	0.33	4.98	1	0	0.11	0.5	4.61	1	0
33072	Formyl_trans_C	Topoisom_I_N	0.29	0.28	10.17	2	100	0.51	0.15	11.42	1	0
33073	Formyl_trans_C	Aminotran_4	0.16	0.38	8.13	5	0	0.32	0.23	9.02	9	0
33074	Formyl_trans_C	PRO8NT	0.07	0.68	7.19	1	0	0.06	0.73	6.21	5	40
33075	Formyl_trans_C	Ribosomal_L5_C	0.10	0.56	6.17	1	0	0.14	0.43	6.59	1	0
33076	Formyl_trans_C	Ald_Xan_dh_C	0.11	0.51	6.39	1	0	0.13	0.43	6.53	1	0
33077	Formyl_trans_C	RNA_pol_N	0.10	0.53	6.15	3	0	0.14	0.42	6.48	4	0
33078	Formyl_trans_C	HIN	1.33	0.085	12.00	4	25	0.74	0.14	11.10	1	0
33079	Formyl_trans_C	SUFU_C	0.05	0.8	6.96	4	50	0.06	0.73	6.55	1	0
33080	Formyl_trans_C	Cpn60_TCP1	0.04	0.91	6.43	1	0	0.06	0.75	6.51	5	20
33081	Formyl_trans_C	ATP-synt_DE_N	3.62	0.023	11.47	23	17	3.24	0.027	11.56	24	17
33082	Formyl_trans_C	Evr1_Alr	0.12	0.47	6.18	1	0	0.18	0.33	6.82	1	0
33083	Formyl_trans_C	ASF1_hist_chap	0.17	0.39	8.50	1	0	0.07	0.7	6.15	1	0
33084	Formyl_trans_C	DNA_pol_B_thumb	0.30	0.2	7.23	1	0	0.22	0.28	6.74	1	0
33085	Formyl_trans_C	DcpS	0.05	0.83	5.53	6	50	0.07	0.67	5.75	9	33
33086	Formyl_trans_C	CDP-OH_P_transf	0.10	0.56	4.93	1	0	0.11	0.49	5.31	1	0
33087	Formyl_trans_C	Gcd10p	0.04	0.88	7.94	1	0	0.09	0.63	8.63	2	50
33088	Formyl_trans_C	CN_hydrolase	0.08	0.66	6.84	1	0	0.07	0.68	6.02	1	0
33089	Formyl_trans_C	PRMT5_C	0.03	0.97	4.20	1	0	0.03	0.94	3.71	1	0
33090	Formyl_trans_C	DHHA1	0.06	0.73	4.95	1	0	0.06	0.78	4.48	1	0
33091	Formyl_trans_C	ADK_lid	0.09	0.58	3.31	1	0	0.06	0.78	3.28	1	0
33092	Formyl_trans_C	RNA_pol_Rpb1_2	0.11	0.52	7.61	1	0	0.17	0.36	8.13	1	0
33093	Formyl_trans_C	RNA_pol_Rpb1_1	0.12	0.5	8.39	11	9	0.31	0.26	9.63	1	0
33094	Formyl_trans_C	RNA_pol_Rpb1_4	0.08	0.63	5.57	1	0	0.07	0.67	5.08	1	0
33095	Formyl_trans_C	RNA_pol_Rpb1_5	0.14	0.49	9.58	19	5	0.20	0.34	9.94	19	5
33096	Formyl_trans_C	B12-binding_2	0.14	0.43	5.22	1	0	0.08	0.64	4.47	1	0
33097	Formyl_trans_C	p450	0.04	0.89	5.98	1	0	0.09	0.57	7.17	4	25
33098	Formyl_trans_C	Prenyltransf	0.33	0.23	9.45	1	0	0.33	0.23	9.24	1	0
33099	Formyl_trans_C	TSP_3	0.04	0.89	3.27	1	0	0.05	0.84	3.54	1	0
33100	Formyl_trans_C	ERAP1_C	0.05	0.8	6.73	1	0	0.08	0.62	6.93	1	0
33101	Formyl_trans_C	FTO_CTD	0.20	0.36	9.12	15	13	0.21	0.33	8.95	14	14
33102	Formyl_trans_C	Ribosomal_S10	0.11	0.51	5.99	8	0	0.15	0.38	6.53	10	0
33103	Formyl_trans_C	G6PD_C	0.28	0.31	9.99	11	18	0.35	0.24	10.33	11	18
33104	Formyl_trans_C	Ribosomal_S16	0.08	0.64	5.30	1	0	0.05	0.82	4.11	1	0
33105	Formyl_trans_C	Ribosomal_S18	0.31	0.2	7.39	2	0	0.47	0.13	8.27	3	0
33106	Formyl_trans_C	Ribosomal_S19	0.03	0.95	4.08	1	0	0.05	0.84	4.31	1	0
33107	Formyl_trans_C	AIRC	0.08	0.63	6.91	12	0	0.15	0.4	7.73	1	0
33108	Formyl_trans_C	CTD_bind	0.19	0.32	6.03	1	0	0.18	0.33	6.07	1	0
33109	Formyl_trans_C	RNB	0.06	0.79	6.81	1	0	0.07	0.7	6.39	8	0
33110	Formyl_trans_C	AIRS_C	0.08	0.66	5.80	1	0	0.07	0.7	5.22	1	0
33111	Formyl_trans_C	zf-CW	0.30	0.2	6.62	2	0	0.27	0.23	6.64	1	0
33112	Formyl_trans_C	OLF	0.21	0.35	9.26	10	10	0.16	0.4	8.47	8	0
33113	Formyl_trans_C	RNase_PH_C	0.14	0.41	5.13	1	0	0.13	0.43	5.28	1	0
33114	Formyl_trans_C	MoCF_biosynth	0.11	0.49	6.64	8	0	0.15	0.4	6.86	11	18
33115	Formyl_trans_C	Ribosomal_L4	0.05	0.81	6.12	12	0	0.15	0.39	7.95	2	100
33116	Formyl_trans_C	Ribosomal_L6	0.43	0.14	7.62	6	0	0.38	0.16	7.53	6	0
33117	Formyl_trans_C	Ribosomal_L1	0.19	0.34	8.50	1	0	0.16	0.37	7.85	1	0
33118	Formyl_trans_C	Ribosomal_L16	0.44	0.18	9.41	7	29	0.46	0.17	9.45	7	29
33119	Formyl_trans_C	Thymidylat_synt	0.03	0.96	5.49	1	0	0.10	0.55	7.44	7	29
33120	Formyl_trans_C	Ribosomal_S8	0.09	0.6	6.46	3	67	0.26	0.25	8.33	10	30
33121	Formyl_trans_C	Ribosomal_L9_N	0.22	0.27	6.63	1	0	0.09	0.61	4.92	1	0
33122	Formyl_trans_C	Frataxin_Cyay	0.18	0.33	7.63	7	14	0.26	0.24	8.19	3	0
33123	Formyl_trans_C	Nucleos_tra2_C	0.03	0.96	5.57	1	0	0.13	0.45	8.19	1	0
33124	Formyl_trans_C	Ribosomal_L14	0.07	0.71	6.08	1	0	0.15	0.4	7.30	1	0
33125	Formyl_trans_C	Ribosomal_L17	0.09	0.58	6.31	8	38	0.15	0.39	7.01	9	33
33126	Formyl_trans_C	Ribosomal_L10	0.10	0.56	5.70	1	0	0.18	0.32	6.85	1	0
33127	Formyl_trans_C	Ribosomal_L13	0.17	0.36	8.08	4	0	0.25	0.26	8.54	5	20
33128	Formyl_trans_C	Acyl-CoA_dh_M	0.09	0.57	5.04	1	0	0.12	0.47	5.58	1	0
33129	Formyl_trans_C	OAS1_C	0.21	0.27	9.18	4	0	0.25	0.23	9.31	4	0
33130	Formyl_trans_C	FAD_binding_7	0.71	0.13	10.89	12	8	0.42	0.2	9.81	7	14
33131	Formyl_trans_C	Orn_DAP_Arg_deC	0.07	0.68	7.44	1	0	0.10	0.53	7.49	1	0
33132	Formyl_trans_C	PGM_PMM_I	0.25	0.25	8.13	13	8	0.38	0.18	8.67	14	7
33133	Formyl_trans_C	14-3-3	0.09	0.61	7.47	1	0	0.10	0.54	7.22	1	0
33134	Formyl_trans_C	Flavokinase	0.06	0.75	5.37	1	0	0.04	0.91	3.81	1	0
33135	Formyl_trans_C	Biopterin_H	0.20	0.41	9.94	11	0	0.10	0.56	8.31	8	0
33136	Formyl_trans_C	PGM_PMM_III	0.09	0.59	5.61	7	29	0.11	0.5	5.87	10	30
33137	Formyl_trans_C	Carb_anhydrase	0.06	0.77	6.55	2	50	0.10	0.53	7.20	1	0
33138	Formyl_trans_C	RPE65	0.06	0.77	8.17	2	50	0.10	0.59	8.27	2	50
33139	Formyl_trans_C	GMP_PDE_delta	0.01	1	3.59	1	0	0.09	0.59	6.89	5	20
33140	Formyl_trans_C	SRF-TF	0.05	0.8	3.51	4	25	0.23	0.26	6.26	1	0
33141	Formyl_trans_C	Citrate_synt	0.03	0.95	6.06	1	0	0.04	0.87	5.55	1	0
33142	Formyl_trans_C	THUMP	0.06	0.73	5.20	1	0	0.07	0.7	5.01	1	0
33143	Formyl_trans_C	ATP-gua_PtransN	0.11	0.52	6.01	7	0	0.14	0.42	6.35	8	0
33144	Formyl_trans_C	Neil1-DNA_bind	0.07	0.71	4.93	1	0	0.03	0.96	3.12	1	0
33145	Formyl_trans_C	PGK	0.05	0.83	7.52	1	0	0.14	0.47	8.93	9	22
33146	Formyl_trans_N	Fic	0.36	0.21	9.26	1	0	0.61	0.12	10.61	1	0
33147	Formyl_trans_N	MutS_I	0.25	0.29	9.02	6	50	0.37	0.22	9.75	5	20
33148	Formyl_trans_N	ProRS-C_1	0.07	0.7	5.77	1	0	0.05	0.84	5.27	1	0
33149	Formyl_trans_N	PTPA	0.32	0.35	11.63	1	0	0.14	0.55	9.80	1	0
33150	Formyl_trans_N	Glyco_transf_29	0.29	0.34	10.77	5	20	2.39	0.034	17.02	14	7
33151	Formyl_trans_N	DUF1241	0.10	0.6	8.80	6	33	0.07	0.69	7.95	1	0
33152	Formyl_trans_N	TGT	0.85	0.15	12.81	12	17	1.68	0.069	14.95	13	15
33153	Formyl_trans_N	Dak2	0.05	0.8	6.91	1	0	0.05	0.85	6.30	1	0
33154	Formyl_trans_N	zf-TAZ	0.07	0.7	5.70	1	0	0.05	0.85	5.17	1	0
33155	Formyl_trans_N	Serpin	0.06	0.77	8.20	3	33	0.07	0.71	8.36	6	17
33156	Formyl_trans_N	RecQ_Zn_bind	0.03	0.97	2.41	1	0	0.01	1	2.48	1	0
33157	Formyl_trans_N	Cyt-b5	0.35	0.19	8.74	7	14	0.26	0.25	8.43	7	14
33158	Formyl_trans_N	Flavoprotein	34.11	0.0032	21.44	36	14	28.01	0.0042	21.21	34	15
33159	Formyl_trans_N	zf-AN1	0.08	0.51	5.21	1	0	0.04	0.73	5.03	1	0
33160	Formyl_trans_N	zf-C2HC	0.08	0.65	4.73	1	0	0.10	0.51	5.95	1	0
33161	Formyl_trans_N	ATP-synt	0.15	0.5	9.65	1	0	0.54	0.18	12.63	9	22
33162	Formyl_trans_N	Hemopexin	0.14	0.42	4.89	1	0	0.09	0.59	5.38	1	0
33163	Formyl_trans_N	Ldl_recept_a	0.07	0.67	2.10	1	0	0.01	1	2.11	1	0
33164	Formyl_trans_N	RS4NT	0.10	0.54	5.90	1	0	0.26	0.17	8.73	7	29
33165	Formyl_trans_N	SET	0.47	0.16	9.26	8	25	0.75	0.11	10.09	10	20
33166	Formyl_trans_N	GMP_synt_C	0.03	0.97	4.29	1	0	0.04	0.89	5.31	1	0
33167	Formyl_trans_N	IMS	0.04	0.88	6.41	1	0	0.06	0.77	7.05	6	0
33168	Formyl_trans_N	Pre-SET	0.08	0.64	6.81	1	0	0.06	0.77	6.17	1	0
33169	Formyl_trans_N	TOPRIM_C	0.05	0.85	5.94	1	0	0.11	0.5	8.13	6	17
33170	Formyl_trans_N	DAO_C	0.06	0.77	5.86	1	0	0.05	0.86	5.56	1	0
33171	Formyl_trans_N	Sod_Fe_N	0.13	0.43	7.28	1	0	0.11	0.5	7.18	1	0
33172	Formyl_trans_N	Sod_Fe_C	0.17	0.38	8.59	8	0	0.09	0.61	7.16	1	0
33173	Formyl_trans_N	5_nucleotid_C	0.07	0.71	7.13	9	11	0.07	0.7	7.16	1	0
33174	Formyl_trans_N	S10_plectin	0.25	0.32	9.51	10	20	0.21	0.36	9.19	8	25
33175	Formyl_trans_N	PX	0.05	0.83	4.75	1	0	0.02	0.98	4.09	1	0
33176	Formyl_trans_N	M20_dimer	1.21	0.077	10.96	14	14	0.46	0.17	9.42	12	17
33177	Formyl_trans_N	WW	0.24	0.26	3.09	1	0	0.02	0.98	3.11	1	0
33178	Formyl_trans_N	NAGLU_C	0.13	0.57	9.89	10	10	0.10	0.62	9.19	1	0
33179	Formyl_trans_N	S-methyl_trans	0.41	0.29	11.91	17	6	0.48	0.26	12.14	14	7
33180	Formyl_trans_N	HA2	0.08	0.63	6.26	1	0	0.06	0.75	5.99	1	0
33181	Formyl_trans_N	PAP_assoc	0.10	0.56	5.61	1	0	0.05	0.8	5.13	1	0
33182	Formyl_trans_N	Ribosomal_L35p	0.11	0.49	6.93	1	0	0.09	0.58	6.65	1	0
33183	Formyl_trans_N	PolyA_pol_RNAbd	0.15	0.39	6.50	1	0	0.07	0.71	5.57	1	0
33184	Formyl_trans_N	PIG-L	2.64	0.05	13.35	14	21	2.19	0.058	13.02	19	21
33185	Formyl_trans_N	IL8	0.08	0.66	5.61	1	0	0.08	0.66	6.04	1	0
33186	Formyl_trans_N	ATP-synt_ab_C	0.09	0.58	7.29	7	14	0.07	0.68	6.82	13	8
33187	Formyl_trans_N	zf-UBR	0.08	0.63	6.00	1	0	0.05	0.83	5.22	1	0
33188	Formyl_trans_N	SDF	0.03	0.97	6.28	9	11	0.03	0.93	6.43	7	14
33189	Formyl_trans_N	HBB	0.04	0.89	5.80	1	0	0.07	0.7	7.10	1	0
33190	Formyl_trans_N	S-AdoMet_synt_C	0.06	0.75	7.50	1	0	0.07	0.72	7.39	1	0
33191	Formyl_trans_N	PMSR	0.12	0.51	8.70	4	25	0.25	0.34	9.86	8	0
33192	Formyl_trans_N	TP_methylase	2.43	0.066	14.28	6	17	2.38	0.067	14.22	6	17
33193	Formyl_trans_N	Peptidase_S8	0.41	0.26	11.29	11	27	0.25	0.36	10.27	1	0
33194	Formyl_trans_N	S-AdoMet_synt_M	0.03	0.93	5.52	1	0	0.03	0.93	5.34	6	33
33195	Formyl_trans_N	PARP_reg	0.05	0.84	5.95	5	20	0.04	0.87	5.72	1	0
33196	Formyl_trans_N	NIF3	0.60	0.25	13.22	5	40	2.73	0.086	16.40	12	8
33197	Formyl_trans_N	Ribosomal_L32e	0.09	0.59	7.95	1	0	0.13	0.48	8.51	8	25
33198	Formyl_trans_N	GTP_EFTU_D3	0.07	0.67	5.62	1	0	0.07	0.7	6.07	1	0
33199	Formyl_trans_N	COX2_TM	0.02	1	2.47	1	0	0.01	1	2.34	1	0
33200	Formyl_trans_N	zf-A20	0.16	0.38	5.57	1	0	0.10	0.49	5.76	1	0
33201	Formyl_trans_N	Pur_DNA_glyco	0.04	0.88	7.09	14	21	0.05	0.81	7.19	17	24
33202	Formyl_trans_N	Gln-synt_N	0.14	0.42	7.25	1	0	0.11	0.52	7.04	1	0
33203	Formyl_trans_N	RPAP2_Rtr1	0.04	0.87	5.11	1	0	0.08	0.65	6.51	1	0
33204	Formyl_trans_N	Notch	0.43	0.15	8.56	1	0	0.22	0.28	7.79	1	0
33205	Formyl_trans_N	Sua5_yciO_yrdC	0.24	0.34	9.80	6	17	0.50	0.21	11.14	9	11
33206	Formyl_trans_N	mTERF	0.08	0.67	8.75	1	0	0.11	0.6	9.02	1	0
33207	Formyl_trans_N	Voltage_CLC	0.02	0.99	5.47	1	0	0.03	0.98	5.42	1	0
33208	Formyl_trans_N	Ribosomal_S14	0.34	0.2	8.64	1	0	0.16	0.37	7.58	1	0
33209	Formyl_trans_N	Ribosomal_L39	0.05	0.85	4.93	1	0	0.06	0.77	5.49	1	0
33210	Formyl_trans_N	ArfGap	0.05	0.8	5.73	1	0	0.04	0.92	5.04	1	0
33211	Formyl_trans_N	Mito_carr	0.21	0.28	7.61	11	9	0.32	0.2	8.71	11	9
33212	Formyl_trans_N	Hemerythrin	0.05	0.82	5.15	1	0	0.07	0.7	6.44	1	0
33213	Formyl_trans_N	DUF902	0.04	0.92	4.53	1	0	0.08	0.62	6.26	2	0
33214	Formyl_trans_N	Ribosomal_S4e	0.16	0.38	8.23	6	17	0.16	0.38	8.31	3	33
33215	Formyl_trans_N	Thg1C	0.13	0.52	8.89	6	17	0.23	0.35	9.93	6	17
33216	Formyl_trans_N	Lyase_1	0.02	0.98	5.88	1	0	0.06	0.74	8.16	1	0
33217	Formyl_trans_N	Sacchrp_dh_C	0.02	0.99	5.04	1	0	0.02	0.98	5.09	1	0
33218	Formyl_trans_N	Amidase_2	0.25	0.28	8.91	1	0	0.05	0.81	5.87	1	0
33219	Formyl_trans_N	ERO1	0.15	0.55	10.96	14	21	0.16	0.51	10.93	15	20
33220	Formyl_trans_N	UDG	8.51	0.012	17.26	18	11	18.81	0.004	19.47	18	11
33221	Formyl_trans_N	MIP	0.02	0.99	4.53	12	25	0.02	0.99	4.47	12	25
33222	Formyl_trans_N	MIT	0.09	0.59	5.33	1	0	0.08	0.65	5.82	1	0
33223	Formyl_trans_N	RnaseA	0.07	0.71	6.88	1	0	0.04	0.86	5.80	1	0
33224	Formyl_trans_N	SUI1	0.09	0.59	6.69	1	0	0.12	0.48	7.52	1	0
33225	Formyl_trans_N	GHMP_kinases_C	0.15	0.39	6.82	1	0	0.10	0.57	6.46	1	0
33226	Formyl_trans_N	Spermine_synt_N	0.12	0.47	6.34	1	0	0.09	0.61	6.06	1	0
33227	Formyl_trans_N	MoeA_C	0.18	0.33	7.05	1	0	0.17	0.35	7.47	1	0
33228	Formyl_trans_N	SRP_SPB	0.12	0.49	8.13	1	0	0.08	0.62	7.30	1	0
33229	Formyl_trans_N	tRNA-synt_1c_C	0.40	0.24	11.35	7	29	0.31	0.3	10.67	7	29
33230	Formyl_trans_N	MoeA_N	1.64	0.044	14.87	28	11	1.16	0.051	14.70	29	10
33231	Formyl_trans_N	Annexin	0.07	0.69	4.37	1	0	0.04	0.89	4.52	1	0
33232	Formyl_trans_N	MM_CoA_mutase	0.57	0.28	13.52	16	6	0.57	0.27	13.47	18	6
33233	Formyl_trans_N	Inos-1-P_synth	0.04	0.86	6.25	7	14	0.12	0.51	8.29	3	33
33234	Formyl_trans_N	ATP-synt_C	0.07	0.7	5.50	1	0	0.04	0.88	4.80	1	0
33235	Formyl_trans_N	ClpB_D2-small	0.37	0.19	8.89	10	60	0.30	0.23	8.73	10	60
33236	Formyl_trans_N	Ceramidase_alk	0.07	0.8	9.19	1	0	0.09	0.71	9.35	5	20
33237	Formyl_trans_N	MGS	3.99	0.036	14.19	20	25	2.89	0.047	13.66	20	25
33238	Formyl_trans_N	PNP_phzG_C	0.05	0.82	4.31	1	0	0.08	0.62	5.84	1	0
33239	Formyl_trans_N	ANATO	0.01	1	2.29	1	0	0.02	0.98	3.45	1	0
33240	Formyl_trans_N	MutL_C	0.39	0.23	10.15	13	0	0.14	0.45	8.37	12	0
33241	Formyl_trans_N	Pep_deformylase	0.22	0.33	10.21	9	11	0.15	0.46	9.12	9	11
33242	Formyl_trans_N	POLO_box	0.08	0.62	5.42	1	0	0.06	0.78	5.25	1	0
33243	Formyl_trans_N	Aldolase_II	0.10	0.58	8.52	10	10	0.13	0.5	8.87	9	22
33244	Formyl_trans_N	Cbl_N	0.10	0.59	8.64	2	0	0.23	0.36	9.93	11	36
33245	Formyl_trans_N	TPK_B1_binding	0.19	0.32	7.87	1	0	0.10	0.54	6.80	1	0
